State,District,Facility_Name,Total_Deliveries,C_Section_Deliveries,Financial_Year,C_Section_Rate_Pct,Is_Public_Facility,Ownership_Private,Ownership_Public
Rajasthan,Bikaner,Karmisar,7,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kesardesar Bohran,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kolasar,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Lalamdesar,17,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Malasar,10,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Meghasar,4,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Molania,8,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Moondsar,29,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Nal Badi,123,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Pemasar,17,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Raisar,3,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Rajera,21,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Ramsar,4,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Ridmalsar Purohitan,15,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Sawaisar,3,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Seenthal,3,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Sri Ramsar,3,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Surdhana Chouhan,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Swaroopdesar,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Tejrasar,6,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Udairamsar,8,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Udasar,29,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Barsinghsar,52,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Bumbloo,103,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Gusainsar,20,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Jaimalsar,335,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Jamsar,745,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Katariasar,43,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kesardesar Jatan,73,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kilchu,35,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Norangdesar,46,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Palana,71,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Serera,129,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Deshnok,539,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Napsar,738,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,UPHC Sarvodaya Basti,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,UPHC Tilak Nagar,5,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,PBM Medical College and Hospital,14813,4347,2020-21,29.35,1,0,1
Rajasthan,Bikaner,S D M Govt District Hospital,809,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,UPHC City Dispensary No 2,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Pvt Hospital DHQ,4855,2243,2020-21,46.2,0,1,0
Rajasthan,Bikaner,Riddi-(D),53,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Chattargarh,581,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Rajasar Bhatiyan,235,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Raner Damolai,292,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,1 KJD,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,22 KYD,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,2 KLD,6,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,5 PHM,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,8 KYD,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Anand Garh 17 DW,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Asha Pura,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Ballar,12,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Banderwala,50,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Barjju,13,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Daily Talai,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Dandi,11,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Dharsar 620 RD,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Ganeshwali,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Gulam Ali Wala,3,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kela,16,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kumharwala,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Nosera,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Ramda,7,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Ramnagar,5,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Ranewala,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Ranisar Pugalpath,5,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Rasulsar Daber,4,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Sammewala,15,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Sansardesar,15,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Sattasar,220,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Siyasar Panchkosa,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Dantor,297,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Khajuwala,740,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Mankasar,27,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,4 MM,4,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Agneu,10,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Bangarsar,16,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Bhaluri,65,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Bhatiyon Ki Dhani,3,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Bhelu,22,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Bholasar,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Bhurasar Abadi,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Bijeri,9,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Chak Vijaysingpura,16,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Chandasar,6,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Chani,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Chila Kasmir,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Dandkala,5,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Gangapura,4,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Gogariawala,11,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Gokul,19,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Govindsar,181,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Grandhi,65,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Guda,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Hadla Bhatiyan,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Hanuman Nagar,3,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Hirai Ki Dhani,3,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Jaganwala,15,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Jaggasar,16,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Karnisar,4,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Khajora,200,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Khari Charnan,18,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Khari Mallinath,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Khethotali Mulwan,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Khikhania Patta,22,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Khindasar,31,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kolasar Paschim,28,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Lambana Bhatiyan,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Mad,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Mandal Charnan,52,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Mithadia,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Modayat,3,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Motawatan,6,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Nagrasar,110,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Nainiya,6,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Naiyon Ki Basti,3,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Nandra,11,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Nokhra,41,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Ranasar,11,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Randheersar,31,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Ranjeetpura,191,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Ravwala,10,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Sevda,10,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Siyana Bara,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Surjada,4,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Tokla,21,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Ucchi Girajsar,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Akkasar,17,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Barsalpur,4,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Bikampur,189,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Dasori,13,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Diyatara,139,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Godu,26,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Jhajjhu,535,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,R D 820,44,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Bajju,1191,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Gadiyala,458,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Gajner,276,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Hadda,509,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kolayat,595,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Khiyera,38,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Ghegara,48,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Krishnanagar,10,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Mahadevwali,25,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Raner,10,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Sadolai,27,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Bhandsar,25,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Sherpura,27,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Adsar,31,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Amarpura sekhsar LKS,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Baderan,8,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Baladesar,3,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Bamanwali Ucchi,18,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Bhadera,5,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Bhadwan,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Binjharwali,38,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Chak Jor,4,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Dhani Bhopalram,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Dheerera Station,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Dherera,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Dudiwali,42,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Dulmera Station,11,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Gopliyan,6,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Hafasar,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Hansera,112,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Jaisan,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Jogia Basti,3,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kagasar,4,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kalwas,3,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kankarwala,40,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kapoorisar,16,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Khari,12,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Khileria,22,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Khokhrana,4,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kishnasar,16,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kujati,107,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kumbhana Bass,3,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Lakhawar,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Makrasar,20,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Malkisar Chota,11,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Mithadia,3,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Nathwana,45,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Pandusar Dhani,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Phuldesar,3,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Phuleji,11,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Pipera,14,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Rajasar urf Karnisar,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Rajpura Hudan,37,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Rambag,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Rawansar,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Roja,3,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Sabania,3,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Sahajrasar,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Sahniwala,5,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Tejana,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Uchhangdeshar,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Udana,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Uttamdesar,54,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Arjunsar,70,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Bhiknera,26,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Garbdesar,9,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Jaitpur,35,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Sekhsar,170,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Serpura,19,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Sui,68,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Surnana,19,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kalu,1161,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Loonkaransar,650,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Mahajan,376,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Pvt Hospital,30,0,2020-21,0.0,0,1,0
Rajasthan,Bikaner,Kharbara,53,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Ankhisar,81,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Bandhara,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Basi,29,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Bidasaria,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Charakhada,4,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Dava,10,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Gajroopdesar,9,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Gajsukhdesar,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Gattu,96,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Hansasar,102,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Hiyadesar,6,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Jaisalsar,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,J D Kaliya,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Jegla,35,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Jhadeli,3,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kawlisar,91,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kirtasar,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kuchor Aguni,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kumbhasaria,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Lalamdesar Chota,4,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Lalasar,30,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Lilika,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Madia,4,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Maiyasar,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Masuri,59,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Meusar,19,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Mundar,131,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Nokha Goan,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Roda,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Sajanwasi,6,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Salundia,6,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Siniyala,7,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Sinjguru,23,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Sobhana,4,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Somalsar,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Sova,14,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Tant,5,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Thawaria,237,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Badhnu,295,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Berasar,111,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Himmatsar,105,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Jangloo,149,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kakara,228,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kakku,283,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kuchor Athuni,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kudsu,82,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Lalamdesar Bada,6,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Mainsar,52,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Mukam,3,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Mulwas Seelva,19,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Nathusar,88,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Sarunda,588,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Jasrasar,795,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Nokha,1864,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Dharnok,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Dhingsari,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kedli,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kisnasar,28,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Mandeliya,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Manyana,54,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Munjasar,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Pithrasar,142,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Sadhuna,21,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Sathika,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Swaroopsar,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Udasar,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Panchu,1464,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Pvt Hospital,902,349,2020-21,38.69,0,1,0
Rajasthan,Bikaner,CHC pugal,1151,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Adsar,95,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Badela,99,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Bana,56,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Benisar,46,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Biggabas Ramsara,100,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Binjhasar,15,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Delwa,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Derajsar,238,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Dhaneru,424,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Dharmas,5,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Dheerdesar Chotiyan,25,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Dheerdesar Purohithan,376,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Gusainsar Bada,3,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Indpalsar Sankhalan,134,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Jaisalsar,12,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Jaitasar,20,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Jalabsar,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Jhanjheu,15,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Jodhasar,10,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kalyansar Naya,329,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kalyansar Purana,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Keu,90,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kunpalsar,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Kuntasar,70,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Lakhansar,165,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Lalasar,22,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Likhmadesar,16,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Lodera,15,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Mingsariya,1,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Nosariya,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Pundalsar,55,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Rajedu,79,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Rajpura,6,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Samandsar,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Sattasar,29,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Soniyasar Mithiya,105,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Surjansar,131,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Teu,133,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Thukariyasar,91,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Bigga,78,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Dulchasar,9,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Lakhasar,253,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Punrasar,163,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Ridi,214,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Sheruna,141,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Toliyasar,121,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Udrasar,30,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Upani,42,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,UPHC Govt. Godavari Devi Umaram Aasopa Sri Dungargarh,2,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Momasar,342,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Sri Dungargarh,1237,0,2020-21,0.0,1,0,1
Rajasthan,Bikaner,Pvt Hospital,653,173,2020-21,26.49,0,1,0
Rajasthan,Bikaner,Kitasar,92,0,2020-21,0.0,1,0,1
Rajasthan,Bundi,Anthara,4,0,2020-21,0.0,1,0,1
Rajasthan,Bundi,Astoli,3,0,2020-21,0.0,1,0,1
Rajasthan,Bundi,Bagmata,1,0,2020-21,0.0,1,0,1
Rajasthan,Bundi,Bhairoopura Barad,1,0,2020-21,0.0,1,0,1
Rajasthan,Bundi,Dhanatari,2,0,2020-21,0.0,1,0,1
Rajasthan,Bundi,Dolara,2,0,2020-21,0.0,1,0,1
Rajasthan,Bundi,Gadegal,2,0,2020-21,0.0,1,0,1
Rajasthan,Bundi,Garadada,71,0,2020-21,0.0,1,0,1
Rajasthan,Bundi,Gumanpura,3,0,2020-21,0.0,1,0,1
Rajasthan,Bundi,Guwar,18,0,2020-21,0.0,1,0,1
Rajasthan,Bundi,Jaoti Kalan,4,0,2020-21,0.0,1,0,1
Rajasthan,Bundi,Kalpuriya,1,0,2020-21,0.0,1,0,1
Rajasthan,Bundi,Kuwarti,4,0,2020-21,0.0,1,0,1
Rajasthan,Bundi,Loicha,16,0,2020-21,0.0,1,0,1
Rajasthan,Bundi,Naya gaon,1,0,2020-21,0.0,1,0,1
Rajasthan,Bundi,Ramganj,1,0,2020-21,0.0,1,0,1
Rajasthan,Bundi,Sangawada,1,0,2020-21,0.0,1,0,1
Rajasthan,Bundi,Seelor,1,0,2020-21,0.0,1,0,1
Rajasthan,Bundi,Gurha Nathawatan,51,0,2020-21,0.0,1,0,1
Rajasthan,Bundi,Matunda,12,0,2020-21,0.0,1,0,1
Rajasthan,Bundi,Namana,96,0,2020-21,0.0,1,0,1
Rajasthan,Bundi,Neem Ka Kheda,57,0,2020-21,0.0,1,0,1
