State,District,Facility_Name,Ownership,Total_Deliveries,C_Section_Deliveries,Financial_Year,C_Section_Rate_Pct,Is_Public_Facility
Rajasthan,Hanumangarh,Hiranawali,Public,111,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Jhamber,Public,11,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Jorkiya,Public,3,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Khunja,Public,3,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Kohla,Public,13,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Mainawali,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Manuka,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Munda,Public,6,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Navan,Public,8,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Pakka Bhadwa,Public,5,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Ramsara Narayan,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Ranjeetpura,Public,3,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Roadawali,Public,229,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Satipura,Public,6,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Uttam Singh Wala,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Jandawali,Public,33,0,2020-21,0.0,1
Rajasthan,Hanumangarh,KishanPuraDhiknada,Public,4,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Lakhuwali,Public,175,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Makkasar,Public,14,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Nourangdesar,Public,16,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Pakkasaran,Public,91,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Sahjipura,Public,6,0,2020-21,0.0,1
Rajasthan,Hanumangarh,UPHC Hanumangarh Junction,Public,21,0,2020-21,0.0,1
Rajasthan,Hanumangarh,UPHC Hanumangarh Town,Public,59,0,2020-21,0.0,1
Rajasthan,Hanumangarh,UPHC Suresia 100ft Road Hanumangarh Junction,Public,58,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Dholipal,Public,45,0,2020-21,0.0,1
Rajasthan,Hanumangarh,DH Hanumangarh Town,Public,6089,1729,2020-21,28.4,1
Rajasthan,Hanumangarh,Pvt Hospital,Private,7206,758,2020-21,10.52,0
Rajasthan,Hanumangarh,22 NTR,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,2 RPM,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,5 GGM,Public,3,0,2020-21,0.0,1
Rajasthan,Hanumangarh,7 KNNCharnwasi,Public,13,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Ararki,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Badbirana,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Bahgwansar,Public,13,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Barwali,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Bhawal Deshar,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Bhograna,Public,5,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Dalpatpura,Public,6,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Devasar,Public,53,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Dhandhela,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,DhilakiJatan,Public,4,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Durjana,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Ghorkhana,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Gudiya,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Jabrasar,Public,13,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Jojasar,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Jokhasar,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Kansar,Public,24,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Khopra,Public,3,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Khuian,Public,36,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Lalana Utrada,Public,21,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Lalania,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Malwani,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Nanau,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Nathwaniya,Public,9,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Nehrana,Public,9,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Padampura,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Pandusar,Public,9,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Pichkarai,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Ranisar 4JOB,Public,4,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Ratanpura,Public,8,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Sayorani,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,SirangsarADDPOST,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Surjansar,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Ujjalwas,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Birkali,Public,30,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Dhansiya,Public,124,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Gogameri,Public,12,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Jasana,Public,41,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Lalana Dikhnada,Public,14,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Mandarpura,Public,52,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Meghana,Public,23,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Parlika,Public,19,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Thirana,Public,4,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Tidiyasar,Public,3,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Toparia,Public,14,0,2020-21,0.0,1
Rajasthan,Hanumangarh,UPHC Nohar,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Nohar,Public,1989,127,2020-21,6.39,1
Rajasthan,Hanumangarh,Phephana,Public,104,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Ramgarh,Public,24,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Pvt Hospital,Private,2008,406,2020-21,20.22,0
Rajasthan,Hanumangarh,17 PBN,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,18 SPD,Public,5,0,2020-21,0.0,1
Rajasthan,Hanumangarh,19 SPD 2,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,1LGW,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,2 3 MOD,Public,3,0,2020-21,0.0,1
Rajasthan,Hanumangarh,33 LLW,Public,4,0,2020-21,0.0,1
Rajasthan,Hanumangarh,35 STG,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,36 MOD,Public,4,0,2020-21,0.0,1
Rajasthan,Hanumangarh,38 NDR TP,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,45 NDR,Public,3,0,2020-21,0.0,1
Rajasthan,Hanumangarh,6BHM,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Amarpura Rathan,Public,4,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Aylaki,Public,3,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Bhambhu Wali Dhani,Public,3,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Dingwala,Public,11,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Dulamana,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Hansliya,Public,3,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Hardayalpura,Public,14,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Kalibanga,Public,9,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Kanehwala,Public,12,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Kharliya,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Lakhasar,Public,13,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Longewala,Public,12,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Pilibanga Gaon,Public,7,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Prempura,Public,42,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Rampura,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Sadasinghwala,Public,3,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Sranwawala,Public,6,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Suranwali,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Umewala,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Badopal,Public,3,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Dablibas MIdharohi,Public,10,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Dolatanwali,Public,11,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Jhakhrawali,Public,247,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Khotawali,Public,56,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Likhmisar,Public,22,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Dablirathan,Public,176,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Goluwala,Public,442,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Pilibanga,Public,701,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Pvt Hospital,Private,2151,34,2020-21,1.58,0
Rajasthan,Hanumangarh,10 DWM,Public,4,0,2020-21,0.0,1
Rajasthan,Hanumangarh,15 16KWD,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,1 KDD,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,1 RWM,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,22AG,Public,120,0,2020-21,0.0,1
Rajasthan,Hanumangarh,25 RWD,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,29 DWD,Public,296,0,2020-21,0.0,1
Rajasthan,Hanumangarh,2KKMKikraliya,Public,5,0,2020-21,0.0,1
Rajasthan,Hanumangarh,34RWD,Public,5,0,2020-21,0.0,1
Rajasthan,Hanumangarh,4 CYM,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,4DWD,Public,11,0,2020-21,0.0,1
Rajasthan,Hanumangarh,8 BPM,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,8KM,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,99 RD,Public,3,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Bherushari,Public,37,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Bisrasar,Public,85,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Chak Bhakhrawali,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Chayian,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Daniyasar,Public,52,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Dhandhusar,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Dhannasar,Public,142,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Ghaniyasar,Public,10,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Hardaswali,Public,51,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Hardaswali Bichalwas,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Jhedasar,Public,23,0,2020-21,0.0,1
Rajasthan,Hanumangarh,KalalaWaliDhani,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Kanwani,Public,35,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Khedasari,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Lalpura,Public,4,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Mayla,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Moter,Public,6,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Naiyasar,Public,68,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Neyolkhi,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Poharaka,Public,14,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Premnagar,Public,54,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Purabsar,Public,21,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Sardarpura,Public,617,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Baramsar,Public,22,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Gandheli,Public,49,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Kelniya,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Khodan,Public,19,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Modhunagar,Public,18,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Rampura Matoriyan,Public,67,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Pallu,Public,320,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Rawatsar,Public,1083,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Pvt Hospital,Private,458,84,2020-21,18.34,0
Rajasthan,Hanumangarh,12 MJD,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Amarpura Jalu,Public,8,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Bhagatpura,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Bhakhrawali,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Bolawali,Public,4,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Buglawali,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Dhani Bakhtawar Singh,Public,3,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Haripura,Public,3,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Inderpura,Public,3,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Manaksar,Public,12,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Nagrana,Public,4,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Nathwana,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Shergarh,Public,4,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Singhpura,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,ChakHeeraSinghWala,Public,4,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Deengarh,Public,8,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Kishanpur Utrada,Public,6,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Leelanwali,Public,10,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Malarampur,Public,16,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Nukera,Public,14,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Dhabaan,Public,50,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Sangaria,Public,262,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Pvt Hospital,Private,995,116,2020-21,11.66,0
Rajasthan,Hanumangarh,11 DBL,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,12 DBL,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,2 KSP,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,3 KSP,Public,13,0,2020-21,0.0,1
Rajasthan,Hanumangarh,4 5 RWD,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,4 KSP,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,4 RP,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,6 GGR,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Bashir,Public,9,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Behar Wala Kalan,Public,5,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Chahuwali,Public,12,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Dabli Khurad,Public,9,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Daulatpura 3DPM,Public,5,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Gudiya,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Keharwala 10RWD,Public,4,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Kharakhera,Public,9,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Kulchander,Public,8,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Mallar Khera,Public,3,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Manak Tibbi 5KHR,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Masani,Public,1,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Meharwala,Public,3,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Miyanwali Dhani 16SLW,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Panniwali,Public,30,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Pirkamriya,Public,14,0,2020-21,0.0,1
Rajasthan,Hanumangarh,RampuraRAMSRA,Public,85,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Rattakhera 3SRW,Public,3,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Sabuaana,Public,19,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Saharni,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Saliwala,Public,16,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Sharenka,Public,4,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Shyodanpura,Public,2,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Tandurwali,Public,16,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Mirzawali Mehar,Public,50,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Silwala Khurad,Public,31,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Surewala,Public,76,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Talwarajheel,Public,23,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Tibi,Public,570,0,2020-21,0.0,1
Rajasthan,Hanumangarh,Pvt Hospital,Private,219,0,2020-21,0.0,0
Rajasthan,Jaisalmer,Balar,Public,226,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Bharath Ka Gaon,Public,63,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Bhinajpura,Public,39,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Bhurajgarh,Public,5,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Bonada,Public,1,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Dantal,Public,4,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Foosasar,Public,13,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Gundala,Public,1,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Jaimala,Public,56,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Jhalariya,Public,76,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Khejadli,Public,7,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Khelana,Public,11,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Loonakhurd,Public,3,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Madwa,Public,2,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Manasar,Public,26,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Medva,Public,1,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Padampura,Public,1,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Panasar,Public,612,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Parasar,Public,5,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Rajmathai,Public,8,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Ratariya,Public,121,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Swamiji Ki Dhani,Public,35,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Teliwara,Public,84,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Ucchapadra,Public,1,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Bandhewa,Public,104,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Bhaisara,Public,95,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Bhikhodai,Public,43,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Jaloda,Public,29,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Bhakhari,Public,4,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Baloosingh Ki Dhani,Public,28,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Jhabra,Public,277,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Bhaniyana,Public,266,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Phalsund,Public,544,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Amarsar,Public,3,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Badali,Public,6,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Adbala,Public,42,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Baiya,Public,3,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Bhakhrani,Public,133,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Dangri,Public,128,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Deora,Public,46,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Janra,Public,4,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Kapuriya,Public,66,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Kotri,Public,27,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Kunda,Public,15,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Lakha,Public,57,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Magra,Public,74,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Mandai,Public,104,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Meharon Ki Dhani,Public,5,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Moolana,Public,3,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Rama,Public,7,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Randha,Public,61,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Rasla,Public,207,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Reewari,Public,74,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Satto,Public,55,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Seetorai,Public,3,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Seuwa,Public,63,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Sihdar,Public,37,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Tejmalta,Public,95,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Chelak,Public,43,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Devikot,Public,267,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Jhinjhiniyali,Public,315,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Sangad,Public,86,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Fateh Garh,Public,247,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Dharmsar,Public,7,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Panavada,Public,1,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Ajasar,Public,5,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Amar Sagar,Public,318,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Away,Public,73,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Bahla,Public,22,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Baramsar,Public,31,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Basanpeer,Public,16,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Basanpeer daxin,Public,44,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Bhoo,Public,36,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Bodana,Public,9,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Chhatrel,Public,3,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Dabla,Public,53,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Delasar,Public,65,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Dhauva,Public,26,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Dhayasar,Public,24,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Gogade,Public,6,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Hameera,Public,6,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Jaloowala,Public,1,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Javandh Jooni,Public,3,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Kanod,Public,21,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Kathodi,Public,30,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Keeta,Public,33,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Kheeya,Public,8,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Khinvsar,Public,6,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Lanela,Public,24,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Mokla,Public,60,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Nehdai,Public,69,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Panche Ka Tala,Public,5,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Parewar,Public,26,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Pithala,Public,8,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Roopsi,Public,4,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Tadana,Public,1,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Badoda Gaon,Public,6,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Bhagoo Ka Gaon,Public,45,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Chandhan,Public,213,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Deva,Public,230,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Sultana,Public,215,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Mohangarh,Public,519,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Nokh,Public,102,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Jawahar Hospital Jaisalmer,Public,2813,413,2020-21,14.68,1
Rajasthan,Jaisalmer,Joga,Public,4,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Pvt Hospital,Private,668,0,2020-21,0.0,0
Rajasthan,Jaisalmer,Tawariwala,Public,61,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Tota,Public,3,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Dedha,Public,6,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Bandha,Public,18,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Bersiyala,Public,3,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Bhanbhara,Public,32,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Damodara,Public,40,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Dav,Public,5,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Dhanana,Public,1,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Kanoi,Public,13,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Khuiyala,Public,137,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Kuchadi,Public,26,0,2020-21,0.0,1
Rajasthan,Jaisalmer,Loonar,Public,113,0,2020-21,0.0,1
